,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
60,castro,-24.79,-50.01,293.6,60,0,1.32,BR,1598821043
61,yakeshi,49.28,120.73,286.61,96,100,6.43,CN,1598821145
62,zhigansk,66.77,123.37,282.3,94,100,3.85,RU,1598821145
63,alta floresta,-9.88,-56.09,306.87,27,67,0.67,BR,1598821040
64,puerto ayora,-0.74,-90.35,298.15,57,100,3.1,EC,1598821051
65,phan thiet,10.93,108.1,298.59,87,48,3.26,VN,1598820949
66,tuatapere,-46.13,167.68,284.43,65,26,4.09,NZ,1598821056
67,nikki,9.94,3.21,295.14,95,100,2.67,BJ,1598821146
68,ponta do sol,32.67,-17.1,295.15,68,40,7.2,PT,1598821057
69,hamilton,39.18,-84.53,300.93,39,1,3.1,US,1598821078
70,cape town,-33.93,18.42,279.15,81,0,3.6,ZA,1598820778
71,vaini,-21.2,-175.2,298.15,83,75,5.7,TO,1598821047
72,mar del plata,-38,-57.56,287.15,30,0,7.2,AR,1598820939
73,mahebourg,-20.41,57.7,294.15,94,40,8.2,MU,1598821052
74,chicama,-7.84,-79.15,293.8,61,34,4.22,PE,1598821091
75,mareeba,-17,145.43,293.71,90,77,1.34,AU,1598821147
76,bluff,-46.6,168.33,284.76,62,71,9.99,NZ,1598821035
77,methoni,36.82,21.7,300.93,69,0,2.1,GR,1598821147
78,belaya gora,68.53,146.42,279.36,72,54,4.25,RU,1598821096
79,palafrugell,41.92,3.16,290.93,46,74,5.71,ES,1598821147
80,leningradskiy,69.38,178.42,275.23,92,100,2.61,RU,1598821040
81,jamestown,42.1,-79.24,293.71,59,90,3.1,US,1598820863
82,kahului,20.89,-156.47,304.15,48,40,10.8,US,1598821111
83,vangaindrano,-23.35,47.6,292.55,91,1,2.58,MG,1598821148
84,portland,45.52,-122.68,295.93,49,1,2.1,US,1598821088
85,ukiah,39.15,-123.21,307.59,31,20,3.02,US,1598821148
86,hermanus,-34.42,19.23,277.04,92,2,0.45,ZA,1598820846
87,clyde river,70.47,-68.59,282.15,87,40,6.2,CA,1598821148
88,fort-shevchenko,44.51,50.26,296.83,69,0,7.41,KZ,1598821148
89,chik,54.99,82.43,284.15,100,18,1,RU,1598821149
90,cap malheureux,-19.98,57.61,294.82,79,0,3.13,MU,1598821149
91,pampa,35.54,-100.96,308.15,38,1,7.7,US,1598821149
92,shenjiamen,29.96,122.3,300.05,88,8,4.08,CN,1598821149
93,bambous virieux,-20.34,57.76,295.37,94,40,8.2,MU,1598821042
94,pevek,69.7,170.31,276.93,82,14,2.17,RU,1598821078
95,sinnamary,5.38,-52.95,300.73,80,74,6.86,GF,1598821071
96,svetlogorsk,52.63,29.73,294.51,69,0,4.41,BY,1598821079
97,butaritari,3.07,172.79,301.4,73,23,5.1,KI,1598821047
98,south lake tahoe,38.93,-119.98,300.15,24,1,4.1,US,1598821119
99,saleaula,,,,,,,,
100,hithadhoo,-0.6,73.08,301.04,74,44,4.5,MV,1598821040
101,terrace,54.52,-128.6,285.15,93,90,2.6,CA,1598821150
102,tutoia,-2.76,-42.27,300.44,75,15,7.5,BR,1598821150
103,tete,-16.16,33.59,303.15,25,0,4.1,MZ,1598821150
104,karamken,,,,,,,,
105,kruisfontein,-34,24.73,280.93,81,30,0.45,ZA,1598821067
106,avarua,-21.21,-159.78,299.15,69,20,7.7,CK,1598821065
107,porbandar,21.64,69.61,299.82,85,100,8.31,IN,1598821094
108,ngukurr,,,,,,,,
109,ixtapa,20.7,-105.2,303.15,74,75,4.1,MX,1598821052
110,san jeronimo,-11.95,-75.28,287.87,45,100,2.85,PE,1598821151
111,kenitra,34.26,-6.58,292.15,82,0,1.5,MA,1598821151
112,rio gallegos,-51.62,-69.22,277.15,77,20,9.3,AR,1598821099
113,illoqqortoormiut,,,,,,,,
114,inzhavino,52.32,42.49,290.56,59,0,3.03,RU,1598821152
115,georgetown,5.41,100.34,300.15,94,40,1,MY,1598821062
116,henties bay,-22.12,14.28,285.37,77,0,4.54,NA,1598821093
117,kodiak,57.79,-152.41,285.15,87,90,5.1,US,1598820978
118,ilulissat,69.22,-51.1,280.52,58,0,3.77,GL,1598821095
119,manado,1.49,124.85,297.15,94,20,0.5,ID,1598821152
120,orsk,51.2,58.57,292.15,42,0,4,RU,1598821152
121,cherskiy,68.75,161.3,276.77,88,100,3.91,RU,1598821092
122,nahrin,36.06,69.13,292.39,33,94,0.43,AF,1598821153
123,zaragoza,41.66,-0.88,290.15,55,0,11.8,ES,1598821046
124,saint-philippe,-21.36,55.77,294.15,72,37,1,RE,1598821088
125,bethel,41.37,-73.41,298.71,44,1,5.1,US,1598821038
126,tsihombe,,,,,,,,
127,hobyo,5.35,48.53,298.6,80,45,10.8,SO,1598821046
128,namatanai,-3.67,152.43,300.14,82,35,3.88,PG,1598821090
129,marawi,8,124.29,297.04,87,100,3.13,PH,1598821103
130,port-gentil,-0.72,8.78,298.15,83,75,6.93,GA,1598821153
131,itarema,-2.92,-39.92,299.47,73,0,9.19,BR,1598821082
132,la asuncion,11.03,-63.86,307.15,56,91,5.7,VE,1598821154
133,drumheller,51.46,-112.71,291.48,36,50,6.25,CA,1598821154
134,viljoenskroon,-27.21,26.95,277.57,56,0,2.7,ZA,1598821154
135,rawson,-43.3,-65.1,282.12,55,14,10.18,AR,1598820773
136,lompoc,34.64,-120.46,294.26,64,1,5.7,US,1598821063
137,sint-oedenrode,51.55,5.45,287.59,93,90,5.1,NL,1598821154
138,waingapu,-9.66,120.26,296.31,85,20,4.49,ID,1598821090
139,port blair,11.67,92.75,300.55,80,100,3.18,IN,1598821076
140,tadine,-21.55,167.88,293.06,65,16,6.14,NC,1598821155
141,sur,22.57,59.53,302.16,65,80,3.87,OM,1598821155
142,jinchengjiang,,,,,,,,
143,neiafu,-18.65,-173.98,299.15,78,40,7.2,TO,1598821155
144,soto la marina,23.77,-98.22,307.59,57,5,5.81,MX,1598821155
145,chuy,-33.7,-53.46,281.67,71,93,2.56,UY,1598821058
146,husavik,66.04,-17.34,286.15,71,40,6.2,IS,1598821155
147,bambanglipuro,-7.95,110.28,296.01,83,65,3.7,ID,1598821156
148,najran,17.49,44.13,301.15,20,20,1,SA,1598821156
149,halalo,,,,,,,,
150,rock sound,24.9,-76.2,301.98,63,34,0.36,BS,1598820937
151,seymchan,62.88,152.43,281.07,58,0,1.76,RU,1598821156
152,masjed-e soleyman,,,,,,,,
153,santa marta,11.24,-74.2,304.15,70,75,2.1,CO,1598820954
154,pedreiras,-4.57,-44.6,304.87,33,0,1.2,BR,1598821157
155,bredasdorp,-34.53,20.04,279.15,81,21,2.1,ZA,1598821057
156,kungurtug,50.6,97.52,280.91,85,96,0.62,RU,1598821086
157,ancud,-41.87,-73.82,284.26,72,86,0.45,CL,1598821053
158,la ronge,55.1,-105.28,281.15,87,90,3.6,CA,1598821123
159,el molino,10.65,-72.92,302.15,70,75,2.1,CO,1598821157
160,mahuva,21.09,71.76,298.11,88,100,7.23,IN,1598821157
161,vila velha,-20.33,-40.29,298.71,83,20,6.7,BR,1598821026
162,mapastepec,15.43,-92.9,302.83,67,99,2.43,MX,1598821158
163,namibe,-15.2,12.15,290.08,69,3,2.77,AO,1598821131
164,high rock,26.62,-78.28,305.15,75,75,3.1,BS,1598821158
165,sambava,-14.27,50.17,295.61,84,61,5.18,MG,1598821158
166,belyy yar,53.6,91.39,285.15,93,1,1.84,RU,1598821158
167,east london,-33.02,27.91,285.84,62,4,5.91,ZA,1598821070
168,lavrentiya,65.58,-171,283.16,72,33,9.57,RU,1598821128
169,los llanos de aridane,28.66,-17.92,296.15,69,40,8.2,ES,1598821129
170,kudahuvadhoo,2.67,72.89,301.76,68,98,2.98,MV,1598821159
171,langham,52.37,-106.97,286.48,54,90,8.2,CA,1598821159
172,guerrero negro,27.98,-114.06,301.11,58,1,4.59,MX,1598821159
173,pisco,-13.7,-76.22,291.15,72,20,3.6,PE,1598820873
174,longyearbyen,78.22,15.64,277.15,80,75,6.2,SJ,1598821159
175,lebu,-37.62,-73.65,282.97,70,0,11.71,CL,1598821054
176,asau,46.43,26.4,292.04,80,0,2.09,RO,1598821102
177,tulum,20.22,-87.47,305.15,62,40,4.6,MX,1598821160
178,gandorhun,7.5,-11.83,296,95,100,1.78,SL,1598821160
179,champerico,14.3,-91.92,306.15,59,40,3.1,GT,1598821160
180,te anau,-45.42,167.72,283.65,71,26,5.41,NZ,1598821160
181,kuah,6.33,99.84,299.15,94,73,1.5,MY,1598821069
182,juneau,58.3,-134.42,284.82,87,90,7.2,US,1598821160
183,miri,4.41,114.01,298.15,100,40,3.1,MY,1598821125
184,kavieng,-2.57,150.8,301.36,76,100,6.75,PG,1598821042
185,carnarvon,-24.87,113.63,285.15,100,0,2.1,AU,1598821045
186,havoysund,71,24.66,281.15,70,20,3.6,NO,1598821161
187,olinda,-8.01,-34.86,297.15,88,75,4.1,BR,1598821161
188,plaster rock,46.91,-67.39,285.15,81,90,6.2,CA,1598821161
189,naze,28.37,129.48,300.15,88,100,3.1,JP,1598821161
190,hami,42.8,93.45,293.07,25,0,3.9,CN,1598821090
191,tateyama,34.98,139.87,300.37,93,94,0.89,JP,1598821162
192,flinders,-34.58,150.86,288.71,81,16,0.45,AU,1598821051
193,vaitupu,,,,,,,,
194,touba,8.28,-7.68,294.59,94,2,2.36,CI,1598821162
195,jumla,29.27,82.18,290.16,70,84,0.3,NP,1598821162
196,faanui,-16.48,-151.75,298.07,76,18,10.04,PF,1598821120
197,samusu,,,,,,,,
198,karauzyak,,,,,,,,
199,hovd,48.01,91.64,284.59,58,1,0.7,MN,1598821163
200,moose factory,51.26,-80.61,287.15,58,90,2.6,CA,1598821113
201,belmonte,-15.86,-38.88,297.15,78,40,4.1,BR,1598821063
202,shimanovsk,52,127.7,282.91,94,100,4.53,RU,1598821163
203,luderitz,-26.65,15.16,286.7,38,63,10.92,NA,1598821045
204,khuzhir,53.19,107.34,286.03,92,100,1.46,RU,1598821163
205,sao joao da barra,-21.64,-41.05,299.15,69,0,10.3,BR,1598821073
206,arraial do cabo,-22.97,-42.03,300.15,73,0,7.2,BR,1598821041
207,inhambane,-23.86,35.38,295.35,83,100,6.58,MZ,1598821125
208,bubaque,11.28,-15.83,300.02,83,100,6.83,GW,1598821164
209,hasaki,35.73,140.83,298.15,100,75,4.1,JP,1598821099
210,camopi,3.17,-52.32,303.11,60,41,2.66,GF,1598821164
211,saldanha,-33.01,17.94,279.15,75,0,1,ZA,1598821077
212,verkhniye tatyshly,56.29,55.86,286.76,91,99,2.99,RU,1598821164
213,ponta delgada,37.73,-25.67,297.15,88,40,1.5,PT,1598820878
214,oranjemund,-28.55,16.43,284.07,58,30,8.54,NA,1598821165
215,roros,62.57,11.38,278.15,86,33,2.6,NO,1598821165
216,helong,42.54,129,290.42,91,99,1.18,CN,1598821076
217,tocache,-8.18,-76.51,304.57,44,89,2.31,PE,1598821165
218,dingle,11,122.67,297.98,88,100,2.3,PH,1598821165
219,isangel,-19.55,169.27,294.15,83,90,7.75,VU,1598821081
220,liverpool,53.41,-2.98,285.15,66,28,1.5,GB,1598821165
221,broome,42.25,-75.83,294.82,46,20,4.1,US,1598821108
222,komsomolskiy,40.43,71.72,296.15,49,0,3.1,UZ,1598821115
223,mys shmidta,,,,,,,,
224,durg,21.18,81.28,298.03,88,0,2.53,IN,1598821166
225,westport,41.14,-73.36,300.15,34,1,6.2,US,1598821042
226,lardos,36.09,28.02,302.15,54,0,5.1,GR,1598821166
227,qaanaaq,77.48,-69.36,273.71,80,0,1.93,GL,1598821056
228,constantine,36.37,6.61,297.15,64,40,3.1,DZ,1598821141
229,ribeira grande,38.52,-28.7,298.15,94,75,4.1,PT,1598821122
230,kropotkin,45.44,40.58,294,37,0,5.24,RU,1598821167
231,hihifo,,,,,,,,
232,sheridan,44.83,-106.92,289.15,48,90,9.3,US,1598821167
233,casay,9.82,123.55,299.57,77,55,2.62,PH,1598821167
234,olafsvik,64.89,-23.71,284.69,92,100,12.08,IS,1598821093
235,half moon bay,37.46,-122.43,296.48,72,20,4.1,US,1598821167
236,vila franca do campo,37.72,-25.43,297.15,88,40,1.5,PT,1598821081
237,airai,-8.93,125.41,286.94,96,13,1.77,TL,1598821061
238,san cristobal,7.77,-72.22,303.15,58,75,5.1,VE,1598821030
239,yangjiang,21.85,111.97,299.38,82,3,0.96,CN,1598821168
240,tura,25.52,90.22,297.18,91,100,1.82,IN,1598821103
241,yershov,51.35,48.28,290.58,53,80,1.12,RU,1598821168
242,quesnel,53,-122.5,288.15,58,1,4.6,CA,1598820963
243,whyalla,-33.03,137.58,284.15,71,90,3.6,AU,1598821168
244,buluang,13.31,123.34,299.44,86,100,3.66,PH,1598821168
245,hobart,-42.88,147.33,279.15,60,20,5.1,AU,1598820930
246,shache,38.42,77.24,291.08,37,77,3.2,CN,1598821169
247,bilibino,68.05,166.44,278.67,73,100,2.47,RU,1598821063
248,port hedland,-20.32,118.57,294.15,30,2,5.1,AU,1598821104
249,porto novo,6.5,2.6,298.15,88,40,5.7,BJ,1598821169
250,vikulovo,56.82,70.61,291.57,76,50,3.03,RU,1598821169
251,sitka,57.05,-135.33,285.15,93,90,3.1,US,1598821122
252,antofagasta,-23.65,-70.4,288.15,72,75,7.2,CL,1598821032
253,zarand,30.81,56.56,287.42,35,0,1.69,IR,1598821170
254,yurkivka,49.01,31.1,294.32,40,0,2.85,UA,1598821170
255,khatanga,71.97,102.5,279.55,93,91,3.3,RU,1598821036
256,andenes,69.31,16.12,277.15,86,40,3.6,NO,1598821170
257,prince rupert,54.32,-130.32,286.15,93,90,3.1,CA,1598821081
258,sao filipe,14.9,-24.5,298.85,83,62,5.25,CV,1598821068
259,ballina,-28.87,153.57,285.93,100,0,3.04,AU,1598821170
260,sao miguel do araguaia,-13.28,-50.16,305.19,20,54,0.3,BR,1598821123
261,san quintin,30.48,-115.95,295.98,65,0,5,MX,1598821171
262,ilinskiy,55.62,38.12,292.04,93,54,2,RU,1598821117
263,conceicao do araguaia,-8.26,-49.26,307.44,23,0,1.29,BR,1598821171
264,narsaq,60.92,-46.05,287.15,50,75,1,GL,1598821056
265,thilogne,,,,,,,,
266,along,28.17,94.77,295.17,89,100,0.41,IN,1598821049
267,tarko-sale,64.92,77.78,279.13,91,0,2.45,RU,1598821171
268,severo-kurilsk,50.68,156.12,283.64,86,22,7.06,RU,1598821081
269,shingu,33.73,135.98,297.76,84,76,1.33,JP,1598821079
270,vanimo,-2.67,141.3,298.55,82,94,1.45,PG,1598821172
271,shimoda,34.67,138.95,295.93,94,95,1.98,JP,1598821172
272,sola,-13.88,167.55,299.81,81,99,8.56,VU,1598821053
273,peniche,39.36,-9.38,290.93,80,17,1.79,PT,1598821172
274,thompson,55.74,-97.86,286.15,93,90,5.1,CA,1598821061
275,garmsar,35.22,52.34,295.09,38,0,4.08,IR,1598821172
276,ubinskoye,55.31,79.68,286.71,89,9,1.14,RU,1598821172
277,atasu,48.68,71.64,291.44,45,0,3.94,KZ,1598821173
278,wenling,28.37,121.36,300.93,86,8,2.58,CN,1598821173
279,houma,29.6,-90.72,297.15,94,1,4.5,US,1598821120
280,kailua,21.4,-157.74,303.15,61,40,7.7,US,1598821005
281,saint george,37.1,-113.58,309.26,17,1,2.1,US,1598821056
282,coahuayana,18.73,-103.68,297.15,83,90,2.1,MX,1598821118
283,hambantota,6.12,81.12,300.05,79,96,7.18,LK,1598821088
284,tingo maria,-9.29,-76.01,302.37,51,58,1.45,PE,1598821174
285,victoria,22.29,114.16,302.04,74,48,1.11,HK,1598820819
286,beboto,8.27,16.94,294.67,95,92,0.71,TD,1598821174
287,baghdad,33.34,44.4,307.15,24,0,2.1,IQ,1598821154
288,ostrovnoy,68.05,39.51,280.22,87,37,3.29,RU,1598821132
289,bagdarin,54.43,113.6,280.66,88,75,0.86,RU,1598821174
290,belushya guba,,,,,,,,
291,manadhoo,5.77,73.38,301.1,74,19,4.04,MV,1598821174
292,guder,8.97,37.77,287.21,86,99,1.33,ET,1598821175
293,amderma,,,,,,,,
294,pachperwa,27.52,82.65,300.01,75,19,1.71,IN,1598821175
295,samarai,-10.62,150.67,299.16,87,94,8.67,PG,1598821073
296,taldan,53.67,124.8,283.75,99,100,4.72,RU,1598821175
297,bengkulu,-3.8,102.27,297.52,84,100,1.59,ID,1598821055
298,roebourne,-20.78,117.13,294.64,44,3,0.78,AU,1598821175
299,trelew,-43.25,-65.31,283.35,48,33,8.52,AR,1598821176
300,talaya,61.38,152.75,279.59,62,0,1.31,RU,1598821097
301,san patricio,19.22,-104.7,299.15,100,90,7.7,MX,1598821176
302,kolokani,13.57,-8.03,297.03,87,100,2.66,ML,1598821176
303,tiksi,71.69,128.87,278.41,89,10,3.7,RU,1598821059
304,thessalon,46.25,-83.57,293.15,56,1,1.24,CA,1598821176
305,progreso,21.28,-89.67,308.15,56,75,5.7,MX,1598821176
306,labutta,,,,,,,,
307,palembang,-2.92,104.75,296.21,98,74,1.54,ID,1598820999
308,kamenskoye,,,,,,,,
309,roald,62.58,6.13,283.15,76,20,4.6,NO,1598821095
310,linxia,35.6,103.21,282.65,80,0,1.04,CN,1598821130
311,kokopo,-4.35,152.26,299.36,80,27,4.4,PG,1598821177
312,rocha,-34.48,-54.33,280.35,64,88,3.3,UY,1598821089
313,atchison,39.56,-95.12,300.93,64,29,3.64,US,1598821177
314,bandarbeyla,9.49,50.81,298.01,80,100,11.14,SO,1598821178
315,koltubanovskiy,52.94,52.03,287.91,82,75,1.55,RU,1598821178
316,det udom,14.91,105.08,298.15,100,20,2.14,TH,1598821178
317,katsuura,35.13,140.3,300.15,94,75,2.1,JP,1598821112
318,brownsville,25.9,-97.5,307.59,63,75,9.8,US,1598820892
319,marsa matruh,31.35,27.25,299.15,78,0,3.1,EG,1598821178
320,alice springs,-23.7,133.88,283.15,46,0,3.1,AU,1598821040
321,xuddur,4.12,43.89,296.9,71,11,8.53,SO,1598821178
322,vestmannaeyjar,63.44,-20.27,284.2,92,100,14.78,IS,1598821097
323,port hardy,50.7,-127.42,285.15,93,90,4.6,CA,1598821179
324,karakendzha,,,,,,,,
325,mersing,2.43,103.84,297.15,94,98,2.6,MY,1598821179
326,fallon,39.47,-118.78,305.37,12,1,2.5,US,1598821179
327,xiaoshi,41.3,124.12,293.15,100,47,1,CN,1598821179
328,nuuk,64.18,-51.72,287.15,62,20,2.1,GL,1598821121
329,tilichiki,60.47,166.1,282.6,74,98,5.29,RU,1598821090
330,strasshof,,,,,,,,
331,sri aman,1.24,111.46,298.15,94,100,0.18,MY,1598821180
332,dehui,44.53,125.7,292.15,88,90,4,CN,1598821180
333,ijaki,,,,,,,,
334,vuktyl,63.86,57.31,285.31,98,96,2.7,RU,1598821180
335,bac lieu,9.29,105.72,299.88,84,5,2.41,VN,1598820778
336,lagoa,39.05,-27.98,296.94,94,9,5.5,PT,1598821181
337,kangalassy,62.35,129.96,282.15,100,40,1,RU,1598821181
338,honiara,-9.43,159.95,298.15,94,40,1,SB,1598821181
339,roma,43.21,-75.46,294.15,52,75,5.7,US,1598821181
340,zaysan,47.47,84.87,288.68,43,0,2.91,KZ,1598821181
341,kerikeri,-35.23,173.95,283.71,3,12,0.45,NZ,1598821181
342,grand centre,,,,,,,,
343,paamiut,61.99,-49.67,281.44,70,62,7.32,GL,1598821043
344,pandan,14.05,124.17,301.06,77,100,5.44,PH,1598821182
345,tuktoyaktuk,69.45,-133.04,278.15,93,90,7.7,CA,1598821039
346,kupang,-10.17,123.58,296.25,82,0,3.79,ID,1598821182
347,fort nelson,58.81,-122.7,288.15,58,40,2.6,CA,1598821074
348,faya,18.39,42.45,297.15,20,44,3.6,SA,1598821097
349,caravelas,-17.71,-39.25,295.79,85,0,2.55,BR,1598821044
350,lasa,46.62,10.7,284.82,81,40,3.1,IT,1598821104
351,seoul,37.57,126.98,297.15,83,40,2.01,KR,1598820652
352,mangrol,21.12,70.12,299.77,86,100,6.6,IN,1598821183
353,norman wells,65.28,-126.83,288.15,54,75,5.7,CA,1598821074
354,kulykivka,51.37,31.65,293.63,50,0,3.92,UA,1598821183
355,nioro,13.35,-15.75,298.24,93,100,3.17,GM,1598821112
356,sampang,-7.19,113.24,298.63,76,100,6.62,ID,1598821183
357,hirado,33.36,129.55,300.93,70,78,2.24,JP,1598821183
358,yanan,,,,,,,,
359,eirunepe,-6.66,-69.87,302.96,62,100,0.57,BR,1598821184
360,tautira,-17.73,-149.15,301.15,58,20,5.1,PF,1598821040
361,hetauda,27.43,85.03,297.6,82,46,1.39,NP,1598821184
362,lolua,,,,,,,,
363,nome,64.5,-165.41,285.37,76,90,7.2,US,1598821184
364,kemijarvi,66.71,27.43,281.08,76,82,0.68,FI,1598821184
365,yar-sale,66.83,70.83,276.89,92,80,3.97,RU,1598821185
366,taoudenni,22.68,-3.98,308.89,33,17,5.76,ML,1598821100
367,coquimbo,-29.95,-71.34,288.15,67,0,6.2,CL,1598821107
368,nago,26.59,127.98,301.15,88,40,7.7,JP,1598821185
369,bay roberts,47.6,-53.26,293.15,100,100,0.89,CA,1598821185
370,bembibre,42.62,-6.42,287.04,66,0,1.39,ES,1598821185
371,richards bay,-28.78,32.04,286.95,78,100,4.72,ZA,1598821186
372,pangnirtung,66.15,-65.71,282.15,76,20,3.6,CA,1598821073
373,langenburg,49.25,9.85,286.48,93,100,3.1,DE,1598821186
374,ugoofaaru,5.67,73,301.18,72,13,3.72,MV,1598821186
375,uspenskaya,45.76,41.07,294.05,37,0,4.9,RU,1598821186
376,okandja,,,,,,,,
377,jiaonan,35.88,119.98,299.26,94,75,3,CN,1598821186
378,sayaxche,16.52,-90.17,309.46,35,1,2.17,GT,1598821187
379,constitucion,-35.33,-72.42,285.68,61,0,7.27,CL,1598821110
380,pontianak,-0.03,109.33,297.33,93,92,1.71,ID,1598821187
381,mananara,-16.17,49.77,293.83,89,77,1.9,MG,1598821187
382,tahta,26.77,31.5,305.15,18,0,3.6,EG,1598821187
383,nisia floresta,-6.09,-35.21,300.15,65,20,6.7,BR,1598821187
384,dekoa,,,,,,,,
385,moundsville,39.92,-80.74,299.15,39,20,3.6,US,1598821145
386,banjar,-8.19,114.97,295.99,76,100,2.3,ID,1598821188
387,mizan teferi,6.98,35.58,289.16,91,100,1.15,ET,1598821188
388,mazyr,52.05,29.25,294.52,68,0,4.32,BY,1598821188
389,waynesville,35.49,-82.99,299.82,72,90,1.85,US,1598821188
390,mount isa,-20.73,139.5,292.15,39,0,2.6,AU,1598821055
391,abha,18.22,42.51,297.15,20,53,3.6,SA,1598821189
392,alofi,-19.06,-169.92,299.15,74,75,5.7,NU,1598821189
393,songea,-10.68,35.65,291.15,72,5,2.6,TZ,1598821189
394,esperance,-33.87,121.9,279.15,93,0,5.1,AU,1598821089
395,kaeo,-35.1,173.78,283.71,3,17,0.45,NZ,1598821189
396,tamboril,19.49,-70.61,306.15,52,40,5.1,DO,1598821189
397,phuket,8,98.25,301.48,94,40,1.5,TH,1598821190
398,huarmey,-10.07,-78.15,292.24,68,3,4.91,PE,1598821190
399,phan rang,,,,,,,,
400,ngunguru,-35.62,174.5,283.71,3,32,0.45,NZ,1598821190
401,geraldton,-28.77,114.6,280.15,93,0,4.6,AU,1598821038
402,lorengau,-2.02,147.27,300.69,82,7,5.22,PG,1598821050
403,san pedro,14.35,121.02,299.26,88,100,1,PH,1598821191
404,verkhnyaya inta,65.98,60.31,283.23,86,100,5.23,RU,1598821191
405,general roca,-39.03,-67.58,289.15,29,0,3.6,AR,1598821191
406,tocopilla,-22.09,-70.2,290.15,62,100,3.6,CL,1598821191
407,korla,41.76,86.15,297.59,54,47,1.34,CN,1598821062
